srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
3009277,AN,8,700064,201,233,131,0,ADLD,767017,2017-04-03,2017-03-29,2018-03-22,4508,2018-03-27,17
3032614,AN,21,110015,233,233,131,A,ADLD,110053,2017-09-02,2017-08-31,2018-03-28,4580,2018-04-04,7
3023196,AM,2,110018,233,233,228,A,ADLD,122017,2017-11-04,2017-10-29,2018-03-26,4092,2018-04-03,9
2970275,AN,22,400104,233,233,131,A,ADLD,400026,2017-04-04,2017-03-30,2018-03-11,4581,2018-04-02,10
2892933,AN,21,110015,233,233,131,B,ADLD,160014,2017-12-22,2017-12-22,2018-02-21,4441,2018-03-26,19
3002153,AJ,6,160059,233,233,228,B,ADLD,144003,2018-02-17,2017-07-27,2018-03-20,4437,2018-04-07,9
3040739,AN,7,500004,233,233,131,A,ADLD,500019,2017-06-29,2017-06-29,2018-03-31,4403,2018-04-10,6
3032487,C,3,560011,233,233,228,A,ADLD,560061,2018-02-18,2017-02-23,2018-03-28,4469,2018-04-02,14
3045218,C,12,302006,233,233,131,A,ADLD,302021,2017-10-23,2017-10-18,2018-04-02,4453,2018-04-07,11
3065275,J,2,110018,233,233,131,B,ADLD,334001,2017-12-29,2017-12-07,2018-04-07,5138,2018-04-10,10
3072348,AJ,27,110034,233,233,228,A,ADLD,121003,2017-07-13,2018-04-17,2018-04-10,4388,2018-04-13,8
3035478,AM,8,700064,233,233,131,B,ADLD,712103,2017-11-20,2017-11-20,2018-03-29,4502,2018-04-01,24
3068790,C,8,700064,233,233,131,A,ADLD,700017,2017-12-13,2017-12-12,2018-04-09,4511,2018-04-10,13
3043922,AD,2,110018,233,233,228,A,ADLD,110044,2017-11-18,2017-07-16,2018-03-31,4148,2018-04-04,23
3084465,C,2,110018,233,233,131,A,ADLD,201005,2017-09-26,2017-09-24,2018-04-14,4094,2018-04-17,10
3079569,C,3,560011,233,233,228,A,ADLD,560102,2018-03-21,2017-09-16,2018-04-12,4469,2018-04-18,10
3020956,AJ,25,560037,233,245,131,A,ADLD,560002,2017-05-13,2017-05-13,2018-03-26,4460,2018-04-06,10
2982705,C,11,641012,201,201,228,D,ADLD,682308,2018-02-14,2018-02-13,2018-03-15,4492,2018-03-17,16
2833086,C,2,110018,233,233,228,A,ADLD,110063,2018-01-04,2017-03-27,2018-02-02,4094,2018-02-05,15
2843637,AA,5,380009,233,233,131,C,ADLD,394601,2017-07-27,2017-07-18,2018-02-06,4541,2018-02-14,10
2950235,AN,22,400104,233,233,131,A,ADLD,382210,2017-10-05,2017-10-03,2018-03-07,4581,2018-03-09,14
2990777,AN,8,700064,233,233,131,A,ADLD,700002,2018-01-24,2018-01-22,2018-03-17,4508,2018-03-21,8
3076073,AN,21,110015,233,233,228,A,ADLD,122051,2018-01-06,2017-03-20,2018-04-11,4580,2018-04-14,9
2827661,S,4,600024,233,233,228,A,ADLD,600061,2017-11-12,2016-12-30,2018-02-01,4485,2018-02-01,15
2905902,AN,4,600024,233,233,131,A,ADLD,600059,2017-08-23,2017-08-22,2018-02-24,4490,2018-02-27,9
2892252,AI,5,380009,233,233,131,A,ADLD,380008,2018-01-25,2018-01-25,2018-02-21,4422,2018-02-28,16
2970655,AN,22,400104,233,233,131,A,ADLD,421201,2017-07-13,2017-07-13,2018-03-12,4581,2018-03-17,11
2999277,AD,9,411016,233,233,131,A,ADLD,411006,2017-09-13,2017-09-06,2018-03-19,4030,2018-03-23,20
2838275,AN,7,500004,233,233,131,B,ADLD,524320,2017-10-23,2017-11-03,2018-02-04,4403,2018-02-16,12
2863275,AN,21,110015,233,233,131,B,ADLD,192101,2017-04-13,2017-04-08,2018-02-12,4580,2018-02-26,17
2905787,AA,3,560011,233,233,228,A,ADLD,560068,2017-12-17,2017-08-02,2018-02-24,4400,2018-03-12,8
3085389,AJ,27,110034,233,233,228,B,ADLD,342006,2018-03-23,2017-05-20,2018-04-14,4388,2018-04-17,11
2878000,AN,22,400104,233,233,131,A,ADLD,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,15
2878000,AN,22,400104,233,0,131,A,ADLD,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,15
2986357,C,12,302006,233,233,131,A,ADLD,302015,2017-01-03,2017-12-27,2018-03-16,4453,2018-03-20,10
3007488,AI,3,560011,308,233,131,A,ADLD,560085,2018-01-15,2018-01-15,2018-03-22,4460,2018-03-30,8
3025214,AA,3,560011,233,245,131,A,ADLD,560085,2017-10-18,2017-10-18,2018-03-27,4400,2018-03-29,19
2973096,AN,21,110015,233,233,228,A,ADLD,122004,2018-02-11,2017-08-14,2018-03-12,4580,2018-03-16,10
2944963,AJ,2,110018,233,245,131,A,ADLD,110001,2016-06-20,2016-04-01,2018-03-06,4388,2018-03-09,18
2857318,C,10,226010,201,233,228,0,ADLD,212601,2018-01-10,2017-11-29,2018-02-09,4444,2018-02-14,20
2889887,AN,21,110015,233,233,131,B,ADLD,123023,2017-12-07,2017-12-06,2018-02-20,4580,2018-02-24,14
2894274,AJ,6,160059,233,233,228,B,ADLD,160040,2018-02-10,2018-02-03,2018-02-21,4437,2018-03-07,8
2884822,C,4,600024,233,233,228,A,ADLD,600042,2017-07-07,2016-04-01,2018-02-19,4483,2018-02-21,26
3084133,AN,21,110015,233,233,131,C,ADLD,143001,2017-03-16,2017-03-01,2018-04-14,4580,2018-04-20,8
2863620,AN,17,800001,233,233,131,C,ADLD,855107,2017-08-15,2017-08-07,2018-02-12,4538,2018-02-22,14
2993866,AJ,7,500004,233,233,228,A,ADLD,500008,2018-02-19,2017-11-01,2018-03-18,4474,2018-03-21,8
2956344,C,7,500004,233,233,131,A,ADLD,500016,2017-03-16,2017-03-10,2018-03-08,4477,2018-03-12,25
3030979,AJ,8,700064,233,233,131,A,ADLD,700136,2017-12-14,2017-05-17,2018-03-28,4499,2018-04-14,9
2828633,AN,9,411016,233,233,131,A,ADLD,411005,2017-02-07,2017-02-04,2018-02-01,4581,2018-02-06,14
2840715,AN,3,560011,233,233,131,A,ADLD,560033,2018-02-02,2018-01-28,2018-02-05,4467,2018-02-11,11
2871767,AN,2,110018,233,233,131,A,ADLD,110081,2017-11-07,2017-11-06,2018-02-14,4147,2018-02-21,13
2905364,AM,2,110018,233,233,228,A,ADLD,122001,2017-12-23,2017-05-24,2018-02-24,4092,2018-02-26,9
2867183,H,2,110018,233,233,228,A,ADLD,122001,2018-01-23,2018-01-12,2018-02-13,4011,2018-02-23,22
2930920,C,7,500004,233,233,228,A,ADLD,500072,2017-10-16,2017-04-04,2018-03-02,4477,2018-03-06,13
2909098,AN,22,400104,233,233,131,B,ADLD,440010,2017-07-06,2017-07-04,2018-02-26,4581,2018-03-06,20
3022349,AN,22,400104,233,233,131,A,ADLD,380013,2017-04-12,2017-04-09,2018-03-26,4581,2018-03-28,9
3024573,AJ,27,110034,233,233,228,A,ADLD,122001,2017-09-05,2017-07-04,2018-03-27,4388,2018-03-30,17
2861505,AN,21,110015,233,245,131,A,ADLD,110081,2017-06-17,2017-05-26,2018-02-11,4580,2018-02-15,9
2827274,AN,17,800001,233,233,131,A,ADLD,800014,2017-04-20,2017-04-18,2018-02-01,4538,2018-02-06,6
2827694,G,1,400059,233,233,228,A,ADLD,400101,2017-11-04,2017-06-26,2018-02-01,4013,2018-02-01,11
2841069,AF,2,110018,233,233,131,A,ADLD,110025,2017-02-10,2017-02-08,2018-02-05,4147,2018-02-08,11
2852025,AJ,3,560011,233,233,228,A,ADLD,560045,2017-07-31,2017-07-21,2018-02-08,4460,2018-02-12,12
2831385,AN,21,110015,233,233,131,A,ADLD,110060,2017-03-16,2017-03-11,2018-02-02,4580,2018-02-14,6
2861636,AN,21,110015,233,233,131,A,ADLD,122015,2017-07-11,2017-07-10,2018-02-11,4580,2018-02-15,5
2833779,S,12,302006,233,233,228,B,ADLD,324005,2018-01-14,2016-11-01,2018-02-03,4459,2018-02-07,15
2854992,AN,3,560011,233,233,131,A,ADLD,560103,2017-11-06,2017-10-12,2018-02-09,4467,2018-02-13,9
2862717,AN,2,110018,233,233,131,A,ADLD,110078,2017-09-11,2017-09-03,2018-02-12,4147,2018-02-18,6
2879370,AM,2,110018,233,233,228,A,ADLD,121002,2017-09-28,2016-12-18,2018-02-17,4092,2018-02-19,7
2875862,AN,7,500004,233,233,228,A,ADLD,500028,2017-07-18,2017-07-14,2018-02-16,4403,2018-02-21,6
2873269,AN,2,110018,233,233,131,A,ADLD,110059,2017-10-02,2017-10-01,2018-02-15,4147,2018-02-21,7
2880907,AJ,3,560011,233,233,131,A,ADLD,560004,2017-07-21,2017-07-21,2018-02-17,4460,2018-02-19,9
2860272,AJ,17,800001,233,233,228,B,ADLD,846001,2017-07-09,2017-05-20,2018-02-10,4370,2018-02-14,20
2859003,AJ,1,400059,233,233,131,A,ADLD,400012,2017-09-04,2017-09-04,2018-02-10,4398,2018-02-16,18
2898200,AN,2,110018,233,233,131,A,ADLD,110005,2017-07-06,2017-07-05,2018-02-22,4147,2018-02-26,10
2925044,AJ,9,411016,233,233,131,A,ADLD,411037,2017-08-21,2017-08-19,2018-02-28,4021,2018-03-02,7
2906397,C,2,110018,233,233,131,A,ADLD,201301,2017-09-06,2017-09-03,2018-02-25,4091,2018-02-26,12
2912449,AJ,9,411016,233,233,228,A,ADLD,411028,2018-02-11,2016-12-08,2018-02-27,4021,2018-02-28,13
2884111,C,12,302006,233,233,228,A,ADLD,302018,2018-01-18,2017-12-13,2018-02-19,4407,2018-02-26,15
2861959,AJ,6,160059,233,233,131,B,ADLD,144001,2018-01-20,2018-01-05,2018-02-12,4437,2018-03-02,12
2923628,AN,4,600024,201,233,131,D,ADLD,637214,2017-12-11,2017-12-07,2018-02-28,4490,2018-03-02,15
2921193,AN,22,400104,233,233,131,C,ADLD,495001,2017-04-24,2017-04-22,2018-02-27,4581,2018-03-03,17
2934485,AN,3,560011,233,233,131,A,ADLD,560054,2017-03-14,2017-03-09,2018-03-03,4467,2018-03-12,7
2927493,AI,9,411016,233,233,131,A,ADLD,411039,2017-12-22,2017-12-22,2018-03-01,4021,2018-03-05,15
2969620,AJ,2,110018,233,233,228,A,ADLD,122017,2017-08-02,2017-05-21,2018-03-11,4388,2018-03-13,9
2900822,G,1,400059,233,233,131,B,ADLD,342005,2017-11-02,2017-11-01,2018-02-23,4011,2018-03-01,26
2941064,J,2,110018,233,233,131,A,ADLD,110096,2018-02-07,2018-01-10,2018-03-05,4154,2018-03-13,13
2977235,AA,24,110092,233,233,131,A,ADLD,201301,2017-07-26,2017-07-13,2018-03-13,4150,2018-03-17,9
2990146,AJ,2,110018,233,233,228,A,ADLD,110059,2017-07-15,2017-08-07,2018-03-17,4388,2018-03-19,8
2931499,AN,22,400104,233,233,228,A,ADLD,400022,2017-08-31,2017-08-27,2018-03-03,4581,2018-03-07,20
2885136,AN,21,110015,233,233,131,A,ADLD,201301,2017-05-04,2017-05-03,2018-02-19,4580,2018-02-23,32
2996199,AN,21,110015,233,233,131,B,ADLD,124001,2017-07-25,2017-02-09,2018-03-19,4580,2018-03-23,8
2849575,AN,22,400104,233,233,131,C,ADLD,495001,2016-07-04,2016-07-01,2018-02-07,4581,2018-03-16,24
2996359,AN,22,400104,233,233,228,B,ADLD,431003,2017-07-22,2017-06-27,2018-03-19,4581,2018-03-24,14
2991501,C,2,110018,233,233,228,A,ADLD,122003,2018-02-02,2018-02-02,2018-03-17,4091,2018-03-28,10
3031272,AN,8,700064,233,233,131,B,ADLD,700150,2017-11-20,2017-11-18,2018-03-28,4508,2018-03-31,6
3006219,AJ,27,110034,233,233,131,C,ADLD,132107,2018-01-09,2017-09-10,2018-03-22,4388,2018-03-26,18
3026055,AN,22,400104,233,233,131,A,ADLD,380052,2017-05-15,2018-04-11,2018-03-27,4581,2018-04-02,12
2976439,AJ,17,800001,233,233,228,C,ADLD,831001,2018-01-04,2017-08-15,2018-03-13,4370,2018-03-30,18
3052673,AN,26,560066,233,233,131,A,ADLD,560021,2017-05-13,2017-05-13,2018-04-04,5001,2018-04-11,6
3035652,AN,22,400104,233,233,131,A,ADLD,411014,2016-04-29,2016-04-01,2018-03-29,4581,2018-04-02,17
3062612,AJ,24,110092,233,233,228,A,ADLD,122009,2017-07-03,2018-04-09,2018-04-06,4150,2018-04-09,10
3063460,AN,21,110015,233,233,131,B,ADLD,148034,2017-04-10,2017-04-07,2018-04-07,4580,2018-04-11,8
3040763,AJ,27,110034,233,233,228,B,ADLD,248001,2017-07-24,2017-08-16,2018-03-31,4388,2018-04-06,14
2960229,AN,26,560066,233,233,131,A,ADLD,560078,2017-04-19,2017-04-19,2018-03-09,5001,2018-04-09,10
3050713,AI,7,500004,233,233,131,A,ADLD,500090,2018-03-10,2018-03-10,2018-04-03,4474,2018-04-13,6
3049830,AJ,6,160059,233,233,228,B,ADLD,160012,2018-03-30,2018-03-29,2018-04-03,4437,2018-04-16,7
3002747,C,12,302006,233,233,228,A,ADLD,302021,2018-01-27,2017-12-30,2018-03-21,4453,2018-04-07,19
3048210,AN,22,400104,233,233,131,B,ADLD,396191,2018-03-11,2018-02-28,2018-04-02,4581,2018-04-12,14
3052509,AN,21,110015,233,233,131,A,ADLD,302019,2018-03-28,2018-02-08,2018-04-04,4580,2018-04-11,17
3070718,AJ,27,110034,233,233,131,A,ADLD,110088,2018-01-07,2017-12-28,2018-04-10,4388,2018-04-18,9
3066581,AN,7,500004,233,233,131,A,ADLD,500075,2017-04-10,2017-04-07,2018-04-08,4403,2018-04-13,15
2887379,AJ,3,560011,233,245,131,A,ADLD,560066,2018-01-08,2018-01-08,2018-02-19,4460,2018-02-21,9
2843833,AN,21,110015,233,245,131,A,ADLD,110025,2017-08-10,2017-07-28,2018-02-06,4580,2018-02-13,30
3020300,AJ,23,400001,233,245,131,A,ADLD,380015,2017-04-10,2017-04-10,2018-03-26,4398,2018-03-30,7
2938597,H,1,400059,233,245,228,A,ADLD,560022,2017-09-08,2017-08-18,2018-03-04,4011,2018-03-13,30
3075957,AN,26,560066,233,245,131,B,ADLD,561203,2017-10-23,2017-10-21,2018-04-11,5001,2018-04-17,5
2930290,AN,22,400104,201,0,131,D,ADLD,425107,2017-06-21,2016-09-03,2018-03-02,4581,2018-03-13,22
2859125,AN,21,110015,233,245,131,A,ADLD,110094,2017-08-03,2017-08-02,2018-02-10,4580,2018-02-15,8
2863650,AN,2,110018,233,245,131,A,ADLD,110077,2017-10-02,2017-09-30,2018-02-12,4147,2018-02-20,7
2946036,AN,21,110015,233,245,228,A,ADLD,110017,2018-02-16,2017-07-21,2018-03-06,4580,2018-03-07,9
3028426,C,5,380009,233,245,131,A,ADLD,382210,2018-03-07,2017-06-21,2018-03-27,4546,2018-03-31,7
2839334,AN,8,700064,233,233,131,B,ADLD,713212,2017-05-16,2017-05-15,2018-02-05,4508,2018-02-09,14
2818597,C,2,110018,233,233,131,A,ADLD,110040,2016-08-17,2016-05-15,2018-01-30,4094,2018-02-01,21
2927282,AN,21,110015,233,233,131,B,ADLD,147002,2017-09-04,2017-09-01,2018-03-01,4580,2018-03-10,9
2989439,C,7,500004,233,233,228,B,ADLD,530012,2018-02-13,2016-10-26,2018-03-16,4477,2018-03-21,15
3004005,C,10,226010,201,233,131,0,ADLD,203201,2018-01-11,2018-01-10,2018-03-21,4547,2018-03-29,18
2875194,AJ,3,560011,233,245,228,B,ADLD,590001,2018-01-24,2017-11-05,2018-02-15,4460,2018-02-17,19
2940790,AM,1,400059,233,245,131,B,ADLD,395003,2018-01-17,2018-01-17,2018-03-05,4018,2018-03-17,24
2835753,C,2,110018,233,233,131,A,ADLD,110062,2017-02-25,2017-02-25,2018-02-03,4550,2018-02-09,17
2868393,AN,7,500004,233,233,131,B,ADLD,530017,2017-06-03,2017-06-01,2018-02-14,4403,2018-02-16,15
2885651,AN,2,110018,233,233,228,A,ADLD,110043,2017-08-27,2017-08-19,2018-02-19,4147,2018-02-26,9
2905314,C,17,800001,233,233,131,A,ADLD,800001,2018-01-09,2017-12-27,2018-02-24,4409,2018-02-26,21
2927194,A,2,110018,233,233,131,B,ADLD,126102,2017-03-25,2017-03-08,2018-03-01,4147,2018-03-05,12
2941847,C,7,500004,233,233,228,A,ADLD,500081,2018-02-06,2016-07-30,2018-03-05,4477,2018-03-08,13
2973772,AJ,2,110018,233,233,228,A,ADLD,121001,2018-02-20,2018-02-01,2018-03-13,4388,2018-03-15,11
2939149,AN,26,560066,233,233,131,A,ADLD,641015,2017-11-15,2017-11-14,2018-03-04,5001,2018-03-14,12
2931447,AN,22,400104,233,233,131,B,ADLD,395009,2017-10-23,2017-10-14,2018-03-03,4581,2018-03-11,16
3015555,AA,7,500004,233,233,131,A,ADLD,500015,2018-01-30,2018-01-24,2018-03-24,4479,2018-03-29,9
3084450,AN,22,400104,233,233,131,A,ADLD,382721,2017-04-17,2018-04-25,2018-04-14,4581,2018-04-19,8
3029899,AJ,23,400001,233,245,131,B,ADLD,395009,2018-02-23,2017-05-02,2018-03-28,4398,2018-04-09,14
2843817,C,2,110018,233,233,131,A,ADLD,110064,2017-08-13,2017-08-13,2018-02-06,4550,2018-02-08,9
2898240,C,2,110018,233,233,131,A,ADLD,110008,2018-01-13,2018-01-13,2018-02-22,4550,2018-02-24,18
3067703,AN,21,110015,233,233,131,A,ADLD,121005,2018-01-15,2018-01-13,2018-04-09,4580,2018-04-12,11
2879092,AN,2,110018,233,245,131,A,ADLD,110064,2017-12-04,2017-12-03,2018-02-16,4147,2018-03-01,8
3048979,AJ,27,110034,233,245,131,A,ADLD,110008,2016-04-09,2016-03-13,2018-04-03,4388,2018-04-07,12
2822268,K,2,110018,233,233,228,A,ADLD,201002,2017-11-07,2017-07-01,2018-01-30,4433,2018-02-03,19
2865416,AN,17,800001,233,233,131,C,ADLD,834009,2017-06-21,2017-06-19,2018-02-13,4538,2018-02-15,11
2861024,AN,22,400104,233,233,131,A,ADLD,400067,2017-08-27,2016-08-18,2018-02-11,4581,2018-02-15,11
2849537,AN,7,500004,233,233,131,B,ADLD,533462,2017-08-14,2017-08-11,2018-02-07,4403,2018-02-20,13
2892717,AN,22,400104,233,233,131,C,ADLD,385535,2016-12-17,2016-12-15,2018-02-21,4581,2018-02-26,14
2979605,AJ,2,110018,233,233,228,C,ADLD,125120,2018-01-05,2016-06-08,2018-03-14,4388,2018-03-16,13
2947996,AA,11,641012,233,233,131,B,ADLD,641607,2017-10-31,2017-10-28,2018-03-06,4498,2018-03-30,11
2844366,AJ,4,600024,233,233,131,A,ADLD,600001,2017-05-19,2017-05-18,2018-02-06,4482,2018-02-10,12
2957260,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-10,2018-01-10,2018-03-08,4437,2018-03-15,15
3004809,AJ,12,302006,233,233,228,B,ADLD,342001,2017-07-29,2017-05-23,2018-03-21,4407,2018-03-22,11
3009234,C,6,160059,233,233,131,C,ADLD,143001,2017-04-12,2017-03-25,2018-03-22,4549,2018-03-24,14
3055672,AN,21,110015,233,233,131,A,ADLD,110021,2018-01-15,2018-01-01,2018-04-05,4580,2018-04-07,7
2892294,AJ,12,302006,233,233,228,A,ADLD,302020,2018-02-03,2018-02-03,2018-02-21,4407,2018-02-22,12
2940096,AJ,3,560011,233,233,131,A,ADLD,560037,2017-11-24,2017-07-05,2018-03-05,4460,2018-03-09,10
2994159,C,3,560011,308,233,228,A,ADLD,560043,2017-10-13,2016-12-03,2018-03-18,4469,2018-03-21,9
3030265,AN,8,700064,233,233,131,C,ADLD,759100,2017-12-25,2017-12-21,2018-03-28,4508,2018-04-06,10
3067283,C,1,400059,308,233,131,A,ADLD,400057,2017-11-10,2017-11-10,2018-04-09,4545,2018-04-14,6
2859372,AJ,2,110018,233,233,228,A,ADLD,122001,2018-01-21,2017-12-20,2018-02-10,4388,2018-02-12,9
2906244,C,2,110018,233,233,228,A,ADLD,110095,2018-01-05,2017-10-24,2018-02-25,4091,2018-03-05,10
2851650,C,2,110018,233,233,131,A,ADLD,201308,2018-01-19,2017-07-06,2018-02-08,4094,2018-02-19,30
2972964,AN,21,110015,233,233,131,A,ADLD,110095,2018-01-11,2018-01-10,2018-03-12,4580,2018-03-15,8
2994035,AN,21,110015,233,233,228,A,ADLD,122001,2018-02-21,2017-08-22,2018-03-18,4580,2018-03-20,8
3052524,AN,21,110015,308,233,228,A,ADLD,122001,2018-03-17,2018-01-11,2018-04-04,4580,2018-04-09,10
3041144,S,24,110092,233,233,228,A,ADLD,121004,2018-03-05,2018-01-08,2018-03-31,4150,2018-04-02,18
3075946,AN,7,500004,233,233,131,A,ADLD,500072,2018-01-06,2018-01-05,2018-04-11,4403,2018-04-13,8
2833196,AN,22,400104,233,233,131,A,ADLD,411014,2017-11-13,2017-11-09,2018-02-02,4581,2018-02-05,9
2831699,AJ,6,160059,233,233,228,B,ADLD,133001,2017-11-02,2018-02-01,2018-02-02,4549,2018-02-06,16
2841054,C,2,110018,233,233,228,A,ADLD,110029,2017-11-10,2016-12-28,2018-02-05,4550,2018-02-08,16
2865051,AJ,8,700064,233,233,131,A,ADLD,700012,2018-01-10,2018-01-06,2018-02-12,4499,2018-02-15,8
2869243,AN,8,700064,233,233,131,A,ADLD,700060,2017-03-06,2017-03-01,2018-02-14,4508,2018-02-19,8
2842972,AA,2,110018,233,233,228,A,ADLD,110029,2018-01-14,2018-01-09,2018-02-06,4150,2018-02-20,8
2851930,AA,9,411016,233,233,131,A,ADLD,411044,2017-09-06,2017-09-02,2018-02-08,4027,2018-02-20,11
2862789,AN,21,110015,233,233,131,A,ADLD,121006,2017-07-26,2017-07-15,2018-02-12,4580,2018-02-17,20
2893097,AN,21,110015,233,233,131,B,ADLD,193101,2016-12-31,2017-02-22,2018-02-21,4580,2018-02-23,17
2930191,AJ,2,110018,233,233,228,A,ADLD,122011,2018-02-04,2018-02-03,2018-03-01,4388,2018-03-04,8
2893465,AN,22,400104,233,233,131,B,ADLD,363001,2017-08-28,2017-08-26,2018-02-21,4581,2018-02-24,20
2944263,AJ,12,302006,233,233,228,B,ADLD,334001,2018-02-10,2018-01-13,2018-03-06,4407,2018-03-09,11
2931506,AA,17,800001,233,233,131,A,ADLD,800006,2017-03-25,2017-03-16,2018-03-03,4411,2018-03-05,16
2927931,AE,1,400059,233,233,131,A,ADLD,400080,2017-03-09,2017-03-09,2018-03-01,4015,2018-03-03,19
2954179,AN,22,400104,308,233,131,A,ADLD,400615,2017-05-08,2017-05-06,2018-03-08,4581,2018-03-13,10
2969190,AJ,4,600024,233,233,131,A,ADLD,600097,2017-07-14,2017-07-12,2018-03-10,4482,2018-03-13,11
2924317,AJ,6,160059,233,233,131,C,ADLD,144033,2017-07-29,2017-05-07,2018-02-28,4437,2018-03-12,12
2946584,C,1,400059,233,233,131,A,ADLD,421302,2017-06-21,2017-06-10,2018-03-06,4545,2018-03-13,11
2920381,AD,1,400059,308,233,131,A,ADLD,400612,2018-02-06,2017-03-24,2018-02-27,4011,2018-03-13,13
2943913,Y,7,500004,233,233,131,A,ADLD,500033,2017-11-10,2017-11-04,2018-03-06,4403,2018-03-19,9
2950417,C,2,110018,233,233,131,A,ADLD,110034,2017-02-01,2017-01-24,2018-03-07,4094,2018-03-17,13
2940380,C,2,110018,233,233,131,B,ADLD,123401,2017-07-10,2016-10-29,2018-03-05,4550,2018-03-13,18
2934804,C,12,302006,233,233,228,B,ADLD,342003,2017-04-20,2016-01-30,2018-03-03,4453,2018-03-18,13
3022506,AN,22,400104,233,233,131,A,ADLD,411014,2017-08-11,2017-08-09,2018-03-26,4581,2018-03-27,9
3000030,AJ,23,400001,308,233,131,A,ADLD,400033,2017-06-10,2017-06-10,2018-03-20,4398,2018-03-22,13
2982001,AJ,12,302006,233,233,131,A,ADLD,302019,2018-02-25,2017-05-12,2018-03-15,4407,2018-03-21,17
2897992,AE,8,700064,201,233,131,D,ADLD,735133,2017-10-10,2017-10-09,2018-02-22,4503,2018-03-24,16
3041034,AA,7,500004,233,233,228,A,ADLD,500026,2017-11-01,2017-01-10,2018-03-31,4479,2018-04-02,5
2939906,AN,22,400104,233,233,131,B,ADLD,422009,2017-08-22,2017-08-18,2018-03-05,4581,2018-03-17,25
2969251,C,8,700064,233,233,228,A,ADLD,700089,2017-09-01,2017-02-27,2018-03-10,4500,2018-03-12,30
3037714,C,2,110018,233,233,228,A,ADLD,201306,2017-05-08,2017-01-25,2018-03-30,4091,2018-04-03,14
3039261,C,4,600024,201,233,131,D,ADLD,636203,2017-04-04,2017-04-04,2018-03-30,4483,2018-04-02,14
3022101,AI,8,700064,233,233,131,B,ADLD,734005,2017-10-06,2017-10-05,2018-03-26,4499,2018-03-31,20
3045272,AN,8,700064,233,0,131,A,ADLD,700054,2018-02-07,2017-04-03,2018-04-02,4063,2018-04-07,11
3066891,AD,2,110018,233,233,228,A,ADLD,110034,2018-03-17,2016-10-08,2018-04-09,4148,2018-04-13,10
3081285,AN,21,110015,233,233,131,A,ADLD,110092,2017-09-14,2017-09-12,2018-04-13,4580,2018-04-18,9
2839507,AN,22,400104,233,245,131,B,ADLD,390019,2017-10-06,2017-09-30,2018-02-05,4581,2018-02-12,14
2972157,AJ,25,560037,233,245,131,A,ADLD,560001,2017-05-02,2017-05-02,2018-03-12,4460,2018-03-14,12
2993221,AN,21,110015,233,245,131,A,ADLD,110046,2016-12-06,2016-12-05,2018-03-17,4580,2018-04-02,5
2993221,AN,21,110015,0,245,131,A,ADLD,110046,2016-12-06,2016-12-05,2018-03-17,4580,2018-04-02,5
3028419,T,1,400059,233,245,228,A,ADLD,560103,2018-01-28,2016-05-31,2018-03-27,4011,2018-03-30,17
3011474,AN,21,110015,233,245,131,A,ADLD,110034,2017-02-01,2017-01-17,2018-03-23,4580,2018-04-03,13
3052677,AN,26,560066,233,245,131,A,ADLD,560066,2017-05-20,2017-05-15,2018-04-04,5001,2018-04-10,13
2832073,C,6,160059,233,233,131,B,ADLD,140301,2017-05-15,2017-05-05,2018-02-02,4549,2018-02-05,14
2943423,AJ,10,226010,233,233,228,B,ADLD,208007,2018-02-11,2017-09-12,2018-03-05,4444,2018-03-06,13
2958924,AD,2,110018,308,233,228,A,ADLD,122002,2018-01-19,2017-07-09,2018-03-09,4148,2018-03-13,16
3025678,C,2,110018,233,233,131,A,ADLD,110048,2017-06-29,2016-10-05,2018-03-27,4091,2018-04-02,7
3028381,C,1,400059,233,233,131,A,ADLD,421001,2017-07-01,2017-06-28,2018-03-27,4545,2018-04-04,14
3081440,C,2,110018,233,233,228,A,ADLD,122002,2017-08-29,2017-04-14,2018-04-13,4550,2018-04-18,10
2863515,AN,2,110018,233,245,131,A,ADLD,110093,2016-06-25,2016-04-01,2018-02-12,4147,2018-02-16,18
2820875,S,6,160059,233,233,131,B,ADLD,160015,2017-05-25,2017-05-11,2018-01-30,4439,2018-02-10,17
2898068,T,1,400059,233,233,131,A,ADLD,500010,2017-08-10,2016-08-08,2018-02-22,4478,2018-02-26,14
2895907,AN,4,600024,233,233,131,A,ADLD,600059,2017-04-17,2017-04-15,2018-02-22,4490,2018-03-07,8
3081456,AN,21,110015,233,233,131,C,ADLD,145001,2017-04-24,2017-04-19,2018-04-13,4580,2018-04-17,8
2979641,AD,3,560011,233,233,131,A,ADLD,560084,2017-11-28,2016-12-15,2018-03-14,4468,2018-03-16,9
3066579,AJ,27,110034,233,233,228,A,ADLD,110027,2017-11-17,2017-05-20,2018-04-08,4388,2018-04-14,12
2875855,AN,21,110015,233,233,131,A,ADLD,121005,2017-11-10,2017-11-08,2018-02-16,4580,2018-02-20,6
